(3, 18, -1, -1, 3, 10.0, 11), 
(2, 18, -1, -1, 3, 11.0, 12), 
(12, 17, -1, 1, 4, -10000000, 1), 
(0, 16, -1, 1, 4, -13.0, 14), 
(2, 16, -1, 1, 4, -11.0, 12), 
(4, 16, -1, 1, 4, -9.0, 10), 
(5, 16, -1, 1, 4, -8.0, 9), 
(6, 16, -1, 1, 4, -7.0, 8), 
(0, 15, -1, 1, 4, -6.5, 15), 
(8, 16, -1, 1, 4, -5.0, 6), 
(4, 15, -1, 1, 4, -4.5, 11), 
(0, 14, -1, 1, 4, -4.333333333333333, 16), 
(9, 16, -1, 1, 4, -4.0, 5), 
(2, 14, -1, 1, 4, -3.6666666666666665, 14), 
(3, 14, -1, 1, 4, -3.3333333333333335, 13), 
(10, 16, -1, 1, 4, -3.0, 4), 
(5, 14, -1, 1, 4, -2.6666666666666665, 11), 
(0, 12, -1, 1, 4, -2.6, 18), 
(8, 15, -1, 1, 4, -2.5, 7), 
(6, 14, -1, 1, 4, -2.3333333333333335, 10), 
(4, 13, -1, 1, 4, -2.25, 13), 
(0, 11, -1, 1, 4, -2.1666666666666665, 19), 
(7, 14, -1, 1, 4, -2.0, 9), 
(0, 10, -1, 1, 4, -1.8571428571428572, 20), 
(6, 13, -1, 1, 4, -1.75, 11), 
(1, 10, -1, 1, 4, -1.7142857142857142, 19), 
(8, 14, -1, 1, 4, -1.6666666666666667, 8), 
(0, 9, -1, 1, 4, -1.625, 21), 
(5, 12, -1, 1, 4, -1.6, 13), 
(4, 11, -1, 1, 4, -1.5, 15), 
(0, 8, -1, 1, 4, -1.4444444444444444, 22), 
(3, 10, -1, 1, 4, -1.4285714285714286, 17), 
(6, 12, -1, 1, 4, -1.4, 12), 
(2, 9, -1, 1, 4, -1.375, 19), 
(9, 14, -1, 1, 4, -1.3333333333333333, 7), 
(3, 9, -1, 1, 4, -1.25, 18), 
(7, 12, -1, 1, 4, -1.2, 11), 
(0, 6, -1, 1, 4, -1.1818181818181819, 24), 
(6, 11, -1, 1, 4, -1.1666666666666667, 13), 
(5, 10, -1, 1, 4, -1.1428571428571428, 15), 
(4, 9, -1, 1, 4, -1.125, 17), 
(2, 7, -1, 1, 4, -1.1, 21), 
(1, 6, -1, 1, 4, -1.0909090909090908, 23), 
(0, 5, -1, 1, 4, -1.0833333333333333, 25), 
(11, 15, -1, 1, 4, -1.0, 4), 
(0, 3, -1, 1, 4, -0.9285714285714286, 27), 
(1, 4, -1, 1, 4, -0.9230769230769231, 25), 
(2, 5, -1, 1, 4, -0.9166666666666666, 23), 
(6, 9, -1, 1, 4, -0.875, 15), 
(7, 10, -1, 1, 4, -0.8571428571428571, 13), 
(2, 4, -1, 1, 4, -0.8461538461538461, 24), 
(8, 11, -1, 1, 4, -0.8333333333333334, 11), 
(1, 2, -1, 1, 4, -0.8, 27), 
(2, 3, -1, 1, 4, -0.7857142857142857, 25), 
(6, 8, -1, 1, 4, -0.7777777777777778, 16), 
(3, 4, -1, 1, 4, -0.7692307692307693, 23), 
(0, 0, -1, 1, 4, -0.7647058823529411, 30), 
(4, 5, -1, 1, 4, -0.75, 21), 
(2, 2, -1, 1, 4, -0.7333333333333333, 26), 
(8, 10, -1, 1, 4, -0.7142857142857143, 12), 
(4, 4, -1, 1, 4, -0.6923076923076923, 22), 
(9, 11, -1, 1, 4, -0.6666666666666666, 10), 
(2, 0, -1, 1, 4, -0.6470588235294118, 28), 
(6, 6, -1, 1, 4, -0.6363636363636364, 18), 
(5, 4, -1, 1, 4, -0.6153846153846154, 21), 
(4, 2, -1, 1, 4, -0.6, 24), 
(6, 5, -1, 1, 4, -0.5833333333333334, 19), 
(8, 8, -1, 1, 4, -0.5555555555555556, 14), 
(7, 6, -1, 1, 4, -0.5454545454545454, 17), 
(5, 2, -1, 1, 4, -0.5333333333333333, 23), 
(4, 0, -1, 1, 4, -0.5294117647058824, 26), 
(12, 15, -1, 1, 4, -0.5, 3), 
(5, 0, -1, 1, 4, -0.47058823529411764, 25), 
(7, 4, -1, 1, 4, -0.46153846153846156, 19), 
(8, 6, -1, 1, 4, -0.45454545454545453, 16), 
(9, 8, -1, 1, 4, -0.4444444444444444, 13), 
(10, 10, -1, 1, 4, -0.42857142857142855, 10), 
(6, 0, -1, 1, 4, -0.4117647058823529, 24), 
(11, 12, -1, 1, 4, -0.4, 7), 
(8, 4, -1, 1, 4, -0.38461538461538464, 18), 
(10, 9, -1, 1, 4, -0.375, 11), 
(8, 3, -1, 1, 4, -0.35714285714285715, 19), 
(12, 14, -1, 1, 4, -0.3333333333333333, 4), 
(8, 1, -1, 1, 4, -0.3125, 21), 
(9, 4, -1, 1, 4, -0.3076923076923077, 17), 
(10, 7, -1, 1, 4, -0.3, 13), 
(8, 0, -1, 1, 4, -0.29411764705882354, 22), 
(9, 3, -1, 1, 4, -0.2857142857142857, 18), 
(12, 13, -1, 1, 4, -0.25, 5), 
(11, 8, -1, 1, 4, -0.2222222222222222, 11), 
(10, 3, -1, 1, 4, -0.21428571428571427, 17), 
(10, 2, -1, 1, 4, -0.2, 18), 
(11, 6, -1, 1, 4, -0.18181818181818182, 13), 
(10, 0, -1, 1, 4, -0.17647058823529413, 20), 
(12, 11, -1, 1, 4, -0.16666666666666666, 7), 
(11, 4, -1, 1, 4, -0.15384615384615385, 15), 
(11, 3, -1, 1, 4, -0.14285714285714285, 16), 
(11, 2, -1, 1, 4, -0.13333333333333333, 17), 
(11, 1, -1, 1, 4, -0.125, 18), 
(12, 8, -1, 1, 4, -0.1111111111111111, 10), 
(12, 5, -1, 1, 4, -0.08333333333333333, 13), 
(12, 3, -1, 1, 4, -0.07142857142857142, 15), 
(13, 13, 1, 1, 1, 0, 4), 
(16, 5, 1, 1, 1, 0.25, 15), 
(17, 5, 1, 1, 1, 0.3333333333333333, 16), 
(15, 13, 1, 1, 1, 0.5, 6), 
(21, 5, 1, 1, 1, 0.6666666666666666, 20), 
(25, 1, 1, 1, 1, 0.75, 28), 
(25, 2, 1, 1, 1, 0.8, 27), 
(17, 13, 1, 1, 1, 1.0, 8), 
(21, 13, 1, 1, 1, 2.0, 12), 
(19, 15, 1, 1, 1, 3.0, 8), 
(25, 14, 1, 1, 1, 4.0, 15), 
(23, 15, 1, 1, 1, 5.0, 12), 
(25, 15, 1, 1, 1, 6.0, 14), 
(19, 17, 1, 1, 1, 10000000, 6), 
(23, 19, 1, -1, 2, -5.0, 12), 
(21, 19, 1, -1, 2, -4.0, 10), 
(19, 19, 1, -1, 2, -3.0, 8), 
(23, 23, 1, -1, 2, -1.6666666666666667, 16), 
(22, 23, 1, -1, 2, -1.5, 15), 
(18, 22, 1, -1, 2, -1.0, 10), 
(19, 25, 1, -1, 2, -0.75, 14), 
(15, 21, 1, -1, 2, -0.5, 6), 
(13, 20, 1, -1, 2, 0, 3), 
(11, 25, -1, -1, 3, 0.25, 10), 
(9, 25, -1, -1, 3, 0.5, 12), 
(7, 25, -1, -1, 3, 0.75, 14), 
(7, 23, -1, -1, 3, 1.0, 12), 
(3, 25, -1, -1, 3, 1.25, 18), 
(7, 21, -1, -1, 3, 1.5, 10), 
(5, 21, -1, -1, 3, 2.0, 12), 
(4, 20, -1, -1, 3, 3.0, 12), 
(1, 20, -1, -1, 3, 4.0, 15), 
(3, 19, -1, -1, 3, 5.0, 12), 
(10, 17, -1, 1, 4, -10000000, 3), 
(5, 15, -1, 1, 4, -4.0, 10), 
(1, 13, -1, 1, 4, -3.0, 16), 
(3, 12, -1, 1, 4, -2.0, 15), 
(3, 11, -1, 1, 4, -1.6666666666666667, 16), 
(3, 7, -1, 1, 4, -1.0, 20), 
(11, 13, -1, 1, 4, -0.5, 6), 
(7, 2, -1, 1, 4, -0.4, 21), 
(10, 8, -1, 1, 4, -0.3333333333333333, 12), 
(11, 9, -1, 1, 4, -0.25, 10), 
(11, 5, -1, 1, 4, -0.16666666666666666, 14), 
(13, 12, 1, 1, 1, 0, 5), 
(16, 11, 1, 1, 1, 0.5, 9), 
(19, 11, 1, 1, 1, 1.0, 12), 
(23, 12, 1, 1, 1, 2.0, 15), 
(22, 14, 1, 1, 1, 3.0, 12), 
(20, 17, 1, 1, 1, 10000000, 7), 
(25, 20, 1, -1, 2, -4.0, 15), 
(25, 25, 1, -1, 2, -1.5, 20), 
(19, 23, 1, -1, 2, -1.0, 12), 
(16, 23, 1, -1, 2, -0.5, 9), 
(13, 21, 1, -1, 2, 0, 4), 
(1, 25, -1, -1, 3, 1.5, 20), 
(3, 22, -1, -1, 3, 2.0, 15), 
(1, 21, -1, -1, 3, 3.0, 16), 
(5, 17, -1, 1, 4, -10000000, 8), 
(9, 9, -1, 1, 4, -0.5, 12), 
(9, 5, -1, 1, 4, -0.3333333333333333, 16), 
(13, 11, 1, 1, 1, 0, 6), 
(19, 5, 1, 1, 1, 0.5, 18), 
(20, 10, 1, 1, 1, 1.0, 14), 
(25, 11, 1, 1, 1, 2.0, 18), 
(25, 13, 1, 1, 1, 3.0, 16), 
(22, 17, 1, 1, 1, 10000000, 9), 
(21, 25, 1, -1, 2, -1.0, 16), 
(13, 22, 1, -1, 2, 0, 5), 
(1, 23, -1, -1, 3, 2.0, 18), 
(4, 17, -1, 1, 4, -10000000, 9), 
(8, 7, -1, 1, 4, -0.5, 15), 
(8, 2, -1, 1, 4, -0.3333333333333333, 20), 
(13, 9, 1, 1, 1, 0, 8), 
(20, 3, 1, 1, 1, 0.5, 21), 
(23, 7, 1, 1, 1, 1.0, 20), 
(25, 17, 1, 1, 1, 10000000, 12), 
(13, 24, 1, -1, 2, 0, 7), 
(3, 17, -1, 1, 4, -10000000, 10), 
(7, 5, -1, 1, 4, -0.5, 18), 
(13, 8, 1, 1, 1, 0, 9), 
(24, 6, 1, 1, 1, 1.0, 22), 
(2, 17, -1, 1, 4, -10000000, 11), 
(6, 3, -1, 1, 4, -0.5, 21), 
(13, 6, 1, 1, 1, 0, 11), 
(1, 17, -1, 1, 4, -10000000, 12), 
(5, 1, -1, 1, 4, -0.5, 24), 
(13, 4, 1, 1, 1, 0, 13), 
(0, 17, -1, 1, 4, -10000000, 13), 
(13, 2, 1, 1, 1, 0, 15)]
